Filename,x1,y1,x2,y2,annotation tag,abstract class
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333396449.avi_image6.png,723,178,744,203,speedLimit35
/home/dat/Documents/lisa/vid8/frameAnnotations-MVI_0120.MOV_annotations/speedLimit_1324866418.avi_image6.png,494,189,523,223,speedLimit25
/home/dat/Documents/lisa/2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/pedestrianCrossing_1398984993.avi_image8.png,949,440,1021,531,speedLimit15
/home/dat/Documents/lisa/2014-07-09_17-38/2/frameAnnotations-2.avi_annotations/school_1405034805.avi_image1.png,751,427,797,474,school
/home/dat/Documents/lisa/vid4/frameAnnotations-vid_cmp2.avi_annotations/stop_1323821155.avi_image19.png,447,282,471,305,stop
/home/dat/Documents/lisa/aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/zoneAhead45_1333394398.avi_image6.png,910,165,976,248,zoneAhead45
/home/dat/Documents/lisa/vid10/frameAnnotations-MVI_0122.MOV_annotations/signalAhead_1324866992.avi_image8.png,407,228,427,248,signalAhead
/home/dat/Documents/lisa/vid2/frameAnnotations-vid_cmp2.avi_annotations/speedLimit_1323817827.avi_image5.png,319,264,349,300,speedLimit35
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395974.avi_image1.png,634,190,653,212,pedestrianCrossing
/home/dat/Documents/lisa/aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stop_1333392917.avi_image4.png,938,111,986,160,stop
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit45_1333397322.avi_image19.png,1,112,51,173,speedLimit45
/home/dat/Documents/lisa/2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/noParking_1398812941.avi_image2.png,1004,407,1031,437,noParking
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit35_1333397539.avi_image6.png,723,184,746,213,speedLimit35
/home/dat/Documents/lisa/vid3/frameAnnotations-vid_cmp2.avi_annotations/speedLimit_1323820650.avi_image6.png,527,271,555,306,speedLimit35
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/speedLimit30_1333396701.avi_image13.png,871,77,926,144,speedLimit30
/home/dat/Documents/lisa/2014-07-11_13-47/frameAnnotations-cam1.avi_annotations/speedLimit40_1405372703.avi_image0.png,875,430,912,477,speedLimit40
/home/dat/Documents/lisa/2014-07-11_13-25/frameAnnotations-cam1.avi_annotations/speedLimit30_1405371758.avi_image0.png,876,441,904,475,speedLimit30
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333397546.avi_image6.png,744,146,774,177,pedestrianCrossing
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/dip_1333396129.avi_image12.png,747,3,833,90,dip
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yield_1333395789.avi_image13.png,877,40,964,114,yield
/home/dat/Documents/lisa/2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/pedestrianCrossing_1398984537.avi_image6.png,720,426,777,479,pedestrianCrossing
/home/dat/Documents/lisa/aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image16.png,566,189,587,214,speedLimit25
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/yieldAhead_1333395674.avi_image1.png,489,223,502,238,keepRight
/home/dat/Documents/lisa/2014-07-10_12-00/2/frameAnnotations-2.avi_annotations/speedLimit35_1405044312.avi_image1.png,1090,357,1147,436,speedLimit35
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/stop_1333396743.avi_image17.png,724,158,759,193,stop
/home/dat/Documents/lisa/vid2/frameAnnotations-vid_cmp2.avi_annotations/stop_1323816428.avi_image8.png,223,295,249,321,stop
/home/dat/Documents/lisa/aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/laneEnds_1333392408.avi_image5.png,809,53,910,151,laneEnds
/home/dat/Documents/lisa/vid5/frameAnnotations-vid_cmp2.avi_annotations/stop_1323822794.avi_image8.png,511,117,573,171,stop
/home/dat/Documents/lisa/vid5/frameAnnotations-vid_cmp2.avi_annotations/keepRight_1323824623.avi_image16.png,316,238,341,267,keepRight
/home/dat/Documents/lisa/vid9/frameAnnotations-MVI_0121.MOV_annotations/stop_1324866481.avi_image3.png,446,246,455,255,stop
/home/dat/Documents/lisa/vid2/frameAnnotations-vid_cmp2.avi_annotations/speedLimit_1323817827.avi_image2.png,375,260,405,295,speedLimit35
/home/dat/Documents/lisa/2014-07-07_17-06/frameAnnotations-1.avi_annotations/signalAhead_1404952976.avi_image2.png,446,452,479,483,signalAhead
/home/dat/Documents/lisa/aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/addedLane_1333394226.avi_image10.png,842,160,899,221,addedLane
/home/dat/Documents/lisa/vid5/frameAnnotations-vid_cmp2.avi_annotations/speedLimit_1323822937.avi_image11.png,549,176,581,214,speedLimit35
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333396051.avi_image1.png,597,189,619,211,pedestrianCrossing
/home/dat/Documents/lisa/aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/signalAhead_1333389628.avi_image10.png,466,197,495,228,signalAhead
/home/dat/Documents/lisa/2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/pedestrianCrossing_1398984845.avi_image3.png,880,370,951,446,pedestrianCrossing
/home/dat/Documents/lisa/2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/pedestrianCrossing_1398988264.avi_image0.png,780,364,860,449,pedestrianCrossing
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/pedestrianCrossing_1333395897.avi_image9.png,708,139,744,179,speedLimit35
/home/dat/Documents/lisa/2014-07-11_12-50/2/frameAnnotations-2.avi_annotations/keepRight_1405359763.avi_image2.png,378,509,397,537,keepRight
/home/dat/Documents/lisa/2014-07-11_12-50/2/frameAnnotations-2.avi_annotations/curveRight_1405359680.avi_image3.png,1165,423,1218,485,curveRight
/home/dat/Documents/lisa/aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/stopAhead_1333392790.avi_image5.png,794,50,882,143,stopAhead
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/signalAhead_1333396907.avi_image17.png,703,143,756,197,signalAhead
/home/dat/Documents/lisa/aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/stop_1331866061.avi_image5.png,617,177,633,194,stop
/home/dat/Documents/lisa/vid6/frameAnnotations-MVI_0071.MOV_annotations/stop_1323896859.avi_image27.png,511,199,545,232,stop
/home/dat/Documents/lisa/vid8/frameAnnotations-MVI_0120.MOV_annotations/stop_1324866406.avi_image4.png,400,221,420,240,stop
/home/dat/Documents/lisa/aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/laneEnds_1331866559.avi_image1.png,440,158,460,177,laneEnds
/home/dat/Documents/lisa/aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/signalAhead_1330547327.avi_image9.png,263,93,344,179,signalAhead
/home/dat/Documents/lisa/vid2/frameAnnotations-vid_cmp2.avi_annotations/school_1323816559.avi_image4.png,571,252,603,279,school
/home/dat/Documents/lisa/2014-07-11_13-17/2/frameAnnotations-2.avi_annotations/signalAhead_1405362431.avi_image3.png,1013,374,1101,472,signalAhead
/home/dat/Documents/lisa/aiua120306-1/frameAnnotations-DataLog02142012_003_external_camera.avi_annotations/signalAhead_1333396907.avi_image11.png,625,159,659,194,signalAhead
/home/dat/Documents/lisa/vid5/frameAnnotations-vid_cmp2.avi_annotations/signalAhead_1323823886.avi_image3.png,398,183,444,228,signalAhead
/home/dat/Documents/lisa/2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993385.avi_image2.png,995,407,1053,466,stop
/home/dat/Documents/lisa/vid4/frameAnnotations-vid_cmp2.avi_annotations/speedLimit_1323822290.avi_image18.png,271,331,289,351,keepRight
/home/dat/Documents/lisa/2014-07-07_17-19/frameAnnotations-cam1.avi_annotations/speedLimit25_1404939521.avi_image1.png,979,435,1021,486,speedLimit25
/home/dat/Documents/lisa/2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/pedestrianCrossing_1404942203.avi_image1.png,352,381,412,437,pedestrianCrossing
/home/dat/Documents/lisa/2014-07-09_17-38/2/frameAnnotations-2.avi_annotations/speedLimit35_1405034950.avi_image2.png,762,432,806,481,speedLimit35
/home/dat/Documents/lisa/aiua120306-0/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/zoneAhead25_1333393809.avi_image12.png,960,106,995,149,zoneAhead25
/home/dat/Documents/lisa/vid0/frameAnnotations-vid_cmp2.avi_annotations/stop_1323804592.avi_image7.png,311,16,340,44,stop
/home/dat/Documents/lisa/aiua120214-2/frameAnnotations-DataLog02142012_002_external_camera.avi_annotations/pedestrianCrossing_1331866816.avi_image0.png,602,163,619,180,pedestrianCrossing
/home/dat/Documents/lisa/vid2/frameAnnotations-vid_cmp2.avi_annotations/signalAhead_1323817352.avi_image11.png,389,292,423,325,signalAhead
/home/dat/Documents/lisa/aiua120214-1/frameAnnotations-DataLog02142012_001_external_camera.avi_annotations/addedLane_1331865841.avi_image0.png,417,126,480,190,addedLane
/home/dat/Documents/lisa/vid10/frameAnnotations-MVI_0122.MOV_annotations/signalAhead_1324866992.avi_image15.png,130,219,161,250,signalAhead
